DATE,DSWP30
2016-09-26,1.78
2016-09-27,1.74
2016-09-28,1.73
2016-09-29,1.76
2016-09-30,1.77
2016-10-03,1.79
2016-10-04,1.83
2016-10-05,1.91
2016-10-06,1.91
2016-10-07,1.92
2016-10-10,.
2016-10-11,1.94
2016-10-12,1.97
2016-10-13,1.92
2016-10-14,1.96
2016-10-17,1.97
2016-10-18,1.95
2016-10-19,1.95
2016-10-20,1.93
2016-10-21,1.93
2016-10-24,1.96
2016-10-25,1.93
2016-10-26,1.98
2016-10-27,2.07
2016-10-28,2.07
